time,id,x,y,angle,type,speed,pos,lane,slope,signals,acceleration,distance
11.5,myflow.0,151.77,4.8,270.0,normal,5.46,98.23,-E6_0,0.0,0,-0.17,98.23
11.5,myflow.1,-193.32,-4.8,90.0,normal,2.66,6.68,E0_0,0.0,0,2.6,6.68
11.6,myflow.0,151.23,4.8,270.0,normal,5.45,98.77,-E6_0,0.0,0,-0.01,98.77
11.6,myflow.1,-193.03,-4.8,90.0,normal,2.92,6.97,E0_0,0.0,0,2.59,6.97
11.7,myflow.0,150.68,4.8,270.0,normal,5.45,99.32,-E6_0,0.0,0,-0.02,99.32
11.7,myflow.1,-192.71,-4.8,90.0,normal,3.18,7.29,E0_0,0.0,0,2.59,7.29
11.8,myflow.0,150.14,4.8,270.0,normal,5.45,99.86,-E6_0,0.0,0,-0.02,99.86
11.8,myflow.1,-192.36,-4.8,90.0,normal,3.43,7.64,E0_0,0.0,0,2.54,7.64
11.9,myflow.0,149.69,4.8,270.0,normal,5.46,0.31,-E5_0,0.0,0,0.11,0.31
11.9,myflow.1,-191.99,-4.8,90.0,normal,3.7,8.01,E0_0,0.0,0,2.66,8.01
12.0,myflow.0,149.14,4.8,270.0,normal,5.5,0.86,-E5_0,0.0,0,0.41,0.86
12.0,myflow.1,-191.6,-4.8,90.0,normal,3.96,8.4,E0_0,0.0,0,2.62,8.4
12.1,myflow.0,148.58,4.8,270.0,normal,5.55,1.42,-E5_0,0.0,0,0.48,1.42
12.1,myflow.1,-191.18,-4.8,90.0,normal,4.21,8.82,E0_0,0.0,0,2.51,8.82
12.2,myflow.0,148.03,4.8,270.0,normal,5.59,1.97,-E5_0,0.0,0,0.34,1.97
12.2,myflow.1,-190.73,-4.8,90.0,normal,4.47,9.27,E0_0,0.0,0,2.52,9.27
12.3,myflow.0,147.47,4.8,270.0,normal,5.6,2.53,-E5_0,0.0,0,0.19,2.53
12.3,myflow.1,-190.26,-4.8,90.0,normal,4.71,9.74,E0_0,0.0,0,2.46,9.74
12.4,myflow.0,146.91,4.8,270.0,normal,5.6,3.09,-E5_0,0.0,0,0.0,3.09
12.4,myflow.1,-189.76,-4.8,90.0,normal,4.96,10.24,E0_0,0.0,0,2.43,10.24
12.5,myflow.0,146.35,4.8,270.0,normal,5.58,3.65,-E5_0,0.0,0,-0.23,3.65
12.5,myflow.1,-189.24,-4.8,90.0,normal,5.2,10.76,E0_0,0.0,0,2.45,10.76
12.6,myflow.0,145.79,4.8,270.0,normal,5.54,4.21,-E5_0,0.0,0,-0.43,4.21
12.6,myflow.1,-188.7,-4.8,90.0,normal,5.44,11.3,E0_0,0.0,0,2.39,11.3
12.7,myflow.0,145.25,4.8,270.0,normal,5.48,4.75,-E5_0,0.0,8,-0.58,4.75
12.7,myflow.1,-188.13,-4.8,90.0,normal,5.71,11.87,E0_0,0.0,0,2.69,11.87
12.8,myflow.0,144.7,4.8,270.0,normal,5.45,5.3,-E5_0,0.0,0,-0.34,5.3
12.8,myflow.1,-187.53,-4.8,90.0,normal,6.0,12.47,E0_0,0.0,0,2.88,12.47
12.9,myflow.0,144.16,4.8,270.0,normal,5.41,5.84,-E5_0,0.0,0,-0.38,5.84
12.9,myflow.1,-186.9,-4.8,90.0,normal,6.27,13.1,E0_0,0.0,0,2.75,13.1
13.0,myflow.0,143.62,4.8,270.0,normal,5.39,6.38,-E5_0,0.0,0,-0.2,6.38
13.0,myflow.1,-186.25,-4.8,90.0,normal,6.52,13.75,E0_0,0.0,0,2.51,13.75
13.1,myflow.0,143.08,4.8,270.0,normal,5.4,6.92,-E5_0,0.0,0,0.1,6.92
13.1,myflow.1,-185.57,-4.8,90.0,normal,6.77,14.43,E0_0,0.0,0,2.49,14.43
13.2,myflow.0,142.54,4.8,270.0,normal,5.4,7.46,-E5_0,0.0,0,0.02,7.46
13.2,myflow.1,-184.87,-4.8,90.0,normal,7.02,15.13,E0_0,0.0,0,2.46,15.13
13.3,myflow.0,142.0,4.8,270.0,normal,5.42,8.0,-E5_0,0.0,0,0.23,8.0
13.3,myflow.1,-184.14,-4.8,90.0,normal,7.29,15.86,E0_0,0.0,0,2.76,15.86
13.4,myflow.0,141.46,4.8,270.0,normal,5.45,8.54,-E5_0,0.0,0,0.25,8.54
13.4,myflow.1,-183.38,-4.8,90.0,normal,7.59,16.62,E0_0,0.0,0,2.95,16.62
13.5,myflow.0,140.91,4.8,270.0,normal,5.45,9.09,-E5_0,0.0,0,0.03,9.09
13.5,myflow.1,-182.59,-4.8,90.0,normal,7.9,17.41,E0_0,0.0,0,3.06,17.41
13.6,myflow.0,140.37,4.8,270.0,normal,5.42,9.63,-E5_0,0.0,0,-0.27,9.63
13.6,myflow.1,-181.77,-4.8,90.0,normal,8.21,18.23,E0_0,0.0,0,3.14,18.23
13.7,myflow.0,139.83,4.8,270.0,normal,5.4,10.17,-E5_0,0.0,0,-0.26,10.17
13.7,myflow.1,-180.92,-4.8,90.0,normal,8.51,19.08,E0_0,0.0,0,3.04,19.08
13.8,myflow.0,139.29,4.8,270.0,normal,5.35,10.71,-E5_0,0.0,8,-0.43,10.71
13.8,myflow.1,-180.04,-4.8,90.0,normal,8.81,19.96,E0_0,0.0,0,2.94,19.96
13.9,myflow.0,138.76,4.8,270.0,normal,5.29,11.24,-E5_0,0.0,8,-0.65,11.24
13.9,myflow.1,-179.13,-4.8,90.0,normal,9.06,20.87,E0_0,0.0,0,2.57,20.87
14.0,myflow.0,138.24,4.8,270.0,normal,5.23,11.76,-E5_0,0.0,8,-0.56,11.76
14.0,myflow.1,-178.2,-4.8,90.0,normal,9.3,21.8,E0_0,0.0,0,2.38,21.8
14.1,myflow.0,137.72,4.8,270.0,normal,5.24,12.28,-E5_0,0.0,0,0.04,12.28
14.1,myflow.1,-177.25,-4.8,90.0,normal,9.53,22.75,E0_0,0.0,0,2.31,22.75
14.2,myflow.0,137.19,4.8,270.0,normal,5.27,12.81,-E5_0,0.0,0,0.29,12.81
14.2,myflow.1,-176.27,-4.8,90.0,normal,9.76,23.73,E0_0,0.0,0,2.24,23.73
14.3,myflow.0,136.66,4.8,270.0,normal,5.27,13.34,-E5_0,0.0,0,0.06,13.34
14.3,myflow.1,-175.28,-4.8,90.0,normal,9.95,24.72,E0_0,0.0,0,1.94,24.72
14.4,myflow.0,136.14,4.8,270.0,normal,5.26,13.86,-E5_0,0.0,0,-0.11,13.86
14.4,myflow.1,-174.26,-4.8,90.0,normal,10.17,25.74,E0_0,0.0,0,2.17,25.74
14.5,myflow.0,135.61,4.8,270.0,normal,5.24,14.39,-E5_0,0.0,0,-0.17,14.39
14.5,myflow.1,-173.22,-4.8,90.0,normal,10.39,26.78,E0_0,0.0,0,2.17,26.78
14.6,myflow.0,135.09,4.8,270.0,normal,5.25,14.91,-E5_0,0.0,0,0.1,14.91
14.6,myflow.1,-172.16,-4.8,90.0,normal,10.6,27.84,E0_0,0.0,0,2.09,27.84
14.7,myflow.0,134.56,4.8,270.0,normal,5.25,15.44,-E5_0,0.0,0,-0.03,15.44
14.7,myflow.1,-171.08,-4.8,90.0,normal,10.81,28.92,E0_0,0.0,0,2.14,28.92
14.8,myflow.0,134.04,4.8,270.0,normal,5.25,15.96,-E5_0,0.0,0,0.04,15.96
14.8,myflow.1,-169.98,-4.8,90.0,normal,11.03,30.02,E0_0,0.0,0,2.18,30.02
14.9,myflow.0,133.51,4.8,270.0,normal,5.26,16.49,-E5_0,0.0,0,0.05,16.49
14.9,myflow.1,-168.85,-4.8,90.0,normal,11.26,31.15,E0_0,0.0,0,2.32,31.15
15.0,myflow.0,132.99,4.8,270.0,normal,5.25,17.01,-E5_0,0.0,0,-0.11,17.01
15.0,myflow.1,-167.7,-4.8,90.0,normal,11.49,32.3,E0_0,0.0,0,2.33,32.3
15.1,myflow.0,132.46,4.8,270.0,normal,5.25,17.54,-E5_0,0.0,0,0.05,17.54
15.1,myflow.1,-166.53,-4.8,90.0,normal,11.71,33.47,E0_0,0.0,0,2.18,33.47
15.2,myflow.0,131.93,4.8,270.0,normal,5.27,18.07,-E5_0,0.0,0,0.19,18.07
15.2,myflow.1,-165.34,-4.8,90.0,normal,11.93,34.66,E0_0,0.0,0,2.21,34.66
15.3,myflow.0,131.41,4.8,270.0,normal,5.27,18.59,-E5_0,0.0,0,0.01,18.59
15.3,myflow.1,-164.13,-4.8,90.0,normal,12.15,35.87,E0_0,0.0,0,2.16,35.87
15.4,myflow.0,130.88,4.8,270.0,normal,5.29,19.12,-E5_0,0.0,0,0.12,19.12
15.4,myflow.1,-162.89,-4.8,90.0,normal,12.35,37.11,E0_0,0.0,0,2.06,37.11
15.5,myflow.0,130.35,4.8,270.0,normal,5.29,19.65,-E5_0,0.0,0,0.08,19.65
15.5,myflow.1,-161.63,-4.8,90.0,normal,12.57,38.37,E0_0,0.0,0,2.2,38.37
15.6,myflow.0,129.82,4.8,270.0,normal,5.32,20.18,-E5_0,0.0,0,0.22,20.18
15.6,myflow.1,-160.36,-4.8,90.0,normal,12.76,39.64,E0_0,0.0,0,1.9,39.64
15.7,myflow.0,129.28,4.8,270.0,normal,5.35,20.72,-E5_0,0.0,0,0.32,20.72
15.7,myflow.1,-159.06,-4.8,90.0,normal,12.95,40.94,E0_0,0.0,0,1.84,40.94
15.8,myflow.0,128.74,4.8,270.0,normal,5.38,21.26,-E5_0,0.0,0,0.34,21.26
15.8,myflow.1,-157.75,-4.8,90.0,normal,13.14,42.25,E0_0,0.0,0,1.92,42.25
15.9,myflow.0,128.2,4.8,270.0,normal,5.4,21.8,-E5_0,0.0,0,0.12,21.8
15.9,myflow.1,-156.42,-4.8,90.0,normal,13.31,43.58,E0_0,0.0,0,1.75,43.58
16.0,myflow.0,127.66,4.8,270.0,normal,5.4,22.34,-E5_0,0.0,0,0.02,22.34
16.0,myflow.1,-155.07,-4.8,90.0,normal,13.49,44.93,E0_0,0.0,0,1.79,44.93
16.1,myflow.0,127.12,4.8,270.0,normal,5.4,22.88,-E5_0,0.0,0,-0.0,22.88
16.1,myflow.1,-153.7,-4.8,90.0,normal,13.64,46.3,E0_0,0.0,0,1.46,46.3
16.2,myflow.0,126.59,4.8,270.0,normal,5.38,23.41,-E5_0,0.0,0,-0.21,23.41
16.2,myflow.1,-152.32,-4.8,90.0,normal,13.78,47.68,E0_0,0.0,0,1.44,47.68
16.3,myflow.0,126.05,4.8,270.0,normal,5.35,23.95,-E5_0,0.0,0,-0.25,23.95
16.3,myflow.1,-150.93,-4.8,90.0,normal,13.92,49.07,E0_0,0.0,0,1.37,49.07
16.4,myflow.0,125.52,4.8,270.0,normal,5.32,24.48,-E5_0,0.0,0,-0.29,24.48
16.4,myflow.1,-149.53,-4.8,90.0,normal,14.06,50.47,E0_0,0.0,0,1.4,50.47
16.5,myflow.0,124.99,4.8,270.0,normal,5.29,25.01,-E5_0,0.0,0,-0.27,25.01
16.5,myflow.1,-148.11,-4.8,90.0,normal,14.2,51.89,E0_0,0.0,0,1.38,51.89
16.6,myflow.0,124.46,4.8,270.0,normal,5.3,25.54,-E5_0,0.0,0,0.03,25.54
16.6,myflow.1,-146.68,-4.8,90.0,normal,14.31,53.32,E0_0,0.0,0,1.09,53.32
16.7,myflow.0,123.93,4.8,270.0,normal,5.28,26.07,-E5_0,0.0,0,-0.17,26.07
16.7,myflow.1,-145.24,-4.8,90.0,normal,14.41,54.76,E0_0,0.0,0,1.08,54.76
16.8,myflow.0,123.41,4.8,270.0,normal,5.25,26.59,-E5_0,0.0,0,-0.32,26.59
16.8,myflow.1,-143.78,-4.8,90.0,normal,14.51,56.22,E0_0,0.0,0,0.98,56.22
16.9,myflow.0,122.88,4.8,270.0,normal,5.23,27.12,-E5_0,0.0,0,-0.16,27.12
16.9,myflow.1,-142.32,-4.8,90.0,normal,14.61,57.68,E0_0,0.0,0,1.03,57.68
17.0,myflow.0,122.36,4.8,270.0,normal,5.23,27.64,-E5_0,0.0,0,-0.03,27.64
17.0,myflow.1,-140.85,-4.8,90.0,normal,14.73,59.15,E0_0,0.0,0,1.12,59.15
17.1,myflow.0,121.84,4.8,270.0,normal,5.26,28.16,-E5_0,0.0,0,0.27,28.16
17.1,myflow.1,-139.37,-4.8,90.0,normal,14.82,60.63,E0_0,0.0,0,0.89,60.63
17.2,myflow.0,121.31,4.8,270.0,normal,5.28,28.69,-E5_0,0.0,0,0.23,28.69
17.2,myflow.1,-137.88,-4.8,90.0,normal,14.92,62.12,E0_0,0.0,0,1.01,62.12
17.3,myflow.0,120.78,4.8,270.0,normal,5.32,29.22,-E5_0,0.0,0,0.37,29.22
17.3,myflow.1,-136.38,-4.8,90.0,normal,15.02,63.62,E0_0,0.0,0,1.01,63.62
17.4,myflow.0,120.24,4.8,270.0,normal,5.35,29.76,-E5_0,0.0,0,0.38,29.76
17.4,myflow.1,-134.86,-4.8,90.0,normal,15.11,65.14,E0_0,0.0,0,0.9,65.14
17.5,myflow.0,119.7,4.8,270.0,normal,5.38,30.3,-E5_0,0.0,0,0.27,30.3
17.5,myflow.1,-133.34,-4.8,90.0,normal,15.2,66.66,E0_0,0.0,0,0.89,66.66
17.6,myflow.0,119.16,4.8,270.0,normal,5.39,30.84,-E5_0,0.0,0,0.05,30.84
17.6,myflow.1,-131.82,-4.8,90.0,normal,15.26,68.18,E0_0,0.0,0,0.64,68.18
17.7,myflow.0,118.63,4.8,270.0,normal,5.36,31.37,-E5_0,0.0,0,-0.22,31.37
17.7,myflow.1,-130.29,-4.8,90.0,normal,15.32,69.71,E0_0,0.0,0,0.55,69.71
17.8,myflow.0,118.09,4.8,270.0,normal,5.34,31.91,-E5_0,0.0,0,-0.22,31.91
17.8,myflow.1,-128.75,-4.8,90.0,normal,15.36,71.25,E0_0,0.0,0,0.49,71.25
17.9,myflow.0,117.56,4.8,270.0,normal,5.34,32.44,-E5_0,0.0,0,-0.02,32.44
